epstrailingtwelvemonths.raw,forwardpe.fmt,meta.eventtype,longname,earningstimestampend.longfmt,pricetobook.raw,earningstimestamp.raw,twohundreddayaveragechangepercent.fmt,messageboardid,earningstimestampend.raw,fiftytwoweekrange.fmt,financialcurrency,marketstate,postmarketprice.fmt,twohundreddayaveragechangepercent.raw,fiftytwoweeklowchange.raw,isearningsdateestimate,earningscalltimestampend.longfmt,fiftytwoweekhighchangepercent.fmt,fiftytwoweeklowchangepercent.fmt,asksize.longfmt,earningstimestampstart.fmt,pricetobook.fmt,regularmarketdayrange.raw,dividendrate.raw,regularmarketdayrange.fmt,earningscalltimestampstart.longfmt,fiftytwoweekhighchange.raw,dividendyield.fmt,language,regularmarketvolume.fmt,regularmarketdayhigh.raw,twohundreddayaverage.fmt,fiftytwoweekhigh.raw,sourceinterval,triggerable,firsttradedatemilliseconds,trailingannualdividendrate.fmt,exchangedatadelayedby,currency,averagedailyvolume3month.longfmt,fiftytwoweekhighchange.fmt,trailingannualdividendyield.raw,regularmarketprice.fmt,postmarkettime.fmt,twohundreddayaveragechange.fmt,fiftydayaveragechangepercent.raw,dividenddate.fmt,meta.splitratio,ipoexpecteddate,epsforward.fmt,fiftytwoweeklow.fmt,fiftytwoweekrange.raw,twohundreddayaverage.raw,earningscalltimestampend.fmt,epsforward.raw,postmarketchange.fmt,fullexchangename,custompricealertconfidence,regularmarketopen.fmt,shortname,fiftytwoweekhigh.fmt,trailingannualdividendyield.fmt,exchangetimezoneshortname,asksize.fmt,dividendyield.raw,tradeable,regularmarkettime.fmt,sharesoutstanding.raw,postmarketchangepercent.fmt,exchange,earningscalltimestampstart.fmt,ask.raw,epscurrentyear.fmt,market,region,symbol,fiftydayaveragechangepercent.fmt,hasprepostmarketdata,averagedailyvolume10day.longfmt,bidsize.longfmt,fiftydayaveragechange.raw,fiftydayaverage.fmt,earningscalltimestampend.raw,regularmarketprice.raw,priceepscurrentyear.fmt,trailingannualdividendrate.raw,quotetype,gmtoffsetmilliseconds,epstrailingtwelvemonths.fmt,regularmarketchange.fmt,fiftytwoweeklow.raw,asksize.raw,epscurrentyear.raw,dividenddate.longfmt,bid.fmt,meta.amount,priceepscurrentyear.raw,meta.dateepochms,fiftytwoweekchangepercent.raw,earningstimestamp.longfmt,ask.fmt,typedisp,regularmarketpreviousclose.raw,regularmarketvolume.longfmt,marketcap.longfmt,displayname,fiftydayaverage.raw,averagedailyvolume10day.raw,trailingpe.raw,averagedailyvolume3month.fmt,postmarketchange.raw,regularmarketchangepercent.raw,postmarkettime.raw,marketcap.fmt,pricehint,trailingpe.fmt,earningstimestampstart.raw,averagedailyvolume3month.raw,bookvalue.raw,fiftytwoweekhighchangepercent.raw,bidsize.fmt,fiftytwoweeklowchange.fmt,regularmarketpreviousclose.fmt,fiftytwoweekchangepercent.fmt,cryptotradeable,fiftytwoweeklowchangepercent.raw,marketcap.raw,regularmarketchangepercent.fmt,forwardpe.raw,dividenddate.raw,exchangetimezonename,bidsize.raw,bookvalue.fmt,bid.raw,postmarketchangepercent.raw,prevname,postmarketprice.raw,dividendrate.fmt,earningstimestampend.fmt,regularmarketvolume.raw,regularmarketchange.raw,averageanalystrating,header,namechangedate,regularmarkettime.raw,sharesoutstanding.longfmt,twohundreddayaveragechange.raw,regularmarketdaylow.raw,fiftydayaveragechange.fmt,quotesourcename,message,earningstimestampstart.longfmt,averagedailyvolume10day.fmt,regularmarketopen.raw,sharesoutstanding.fmt,earningstimestamp.fmt,earningscalltimestampstart.raw,regularmarketdayhigh.fmt,regularmarketdaylow.fmt,company_name
17.86,13.36,,Toyota Motor Corporation,2026-05-07T08:30,11.225323,1770384600.0,4.27%,finmb_319676,1778157000.0,155.00 - 248.90,JPY,CLOSED,210.30,0.04270652,55.839996,True,2026-02-06T06:30,-15.29%,36.03%,300,2026-05-07,11.23,210.65 - 214.16,5.73,210.65 - 214.16,2026-02-06T06:30,-38.059998,2.72%,en-US,"295,301",214.16,202.20,248.9,15,False,322151400000,95.00,0,USD,"309,826",-38.06,0.43861675,210.84,8:00PM EDT,8.64,-0.08306037,2025-12-07,,,15.78,155.00,155.0 - 248.9,202.20454,2026-02-06,15.78,-0.54,NYSE,LOW,212.99,Toyota Motor Corporation,248.90,43.86%,EDT,300,2.72,False,4:00PM EDT,1303338591.0,-0.26%,NYQ,2026-02-06,216.75,,us_market,US,TM,-8.31%,True,"338,110",200,-19.0988,229.94,1770359400.0,210.84,,95.0,EQUITY,-14400000,17.86,-5.75,155.0,300.0,,2025-12-07T19:00,210.30,,,,14.956749,2026-02-06T08:30,216.75,Equity,216.59,"295,301","274,795,905,024",Toyota Motor,229.9388,338110,11.805151,"309,826",-0.5399933,-2.65479,1773446400.0,274.796B,2,11.81,1778157000.0,309826,18.782534,-0.15291281,200,55.84,216.59,14.96%,False,0.36025804,274795905024.0,-2.65%,13.361217,1765152000.0,America/New_York,200,18.78,210.3,-0.2561152,,210.3,5.73,2026-05-07,295301,-5.75,,,,1773432002,"1,303,338,591",8.635452,210.65,-19.10,Delayed Quote,,2026-05-07T08:30,"338,110",212.99,1.303B,2026-02-06,1770359400.0,214.16,210.65,Toyota Motor Corporation
7.27,18.99,DIVIDEND,Philip Morris International Inc.,2026-04-22T08:30,-27.205608,1776861000.0,4.33%,finmb_6569181,1776861000.0,142.11 - 191.30,USD,CLOSED,175.25,0.043292586,32.550003,False,2026-04-22T11:00,-8.70%,22.90%,300,2026-04-22,-27.21,172.3901 - 176.05,5.88,172.39 - 176.05,2026-04-22T11:00,-16.64,3.37%,en-US,5.691M,176.05,167.41,191.3,15,False,1205760600000,5.64,0,USD,"5,632,748",-16.64,0.032790698,174.66,8:00PM EDT,7.25,-0.0029136844,2026-04-12,,,9.20,142.11,142.11 - 191.3,167.4123,2026-04-22,9.19881,0.59,NYSE,LOW,173.50,Philip Morris International Inc,191.30,3.28%,EDT,300,3.37,False,4:00PM EDT,1556679579.0,0.34%,NYQ,2026-04-22,174.99,8.44,us_market,US,PM,-0.29%,True,"5,736,570",400,-0.51039124,175.17,1776855600.0,174.66,20.70,5.64,EQUITY,-14400000,7.27,2.66,142.11,300.0,8.43806,2026-04-12T20:00,174.52,1.47,20.699072,1773892800000.0,10.46176,2026-04-22T08:30,174.99,Equity,172.0,"5,690,895","271,889,661,952",Philip Morris,175.1704,5736570,24.02476,5.633M,0.58999634,1.54651,1773446400.0,271.89B,2,24.02,1776861000.0,5632748,-6.42,-0.08698379,400,32.55,172.00,10.46%,False,0.22904794,271889661952.0,1.55%,18.98724,1776038400.0,America/New_York,400,-6.42,174.52,0.33779705,,175.25,5.88,2026-04-22,5690895,2.66,1.8 - Buy,Dividend,,1773432002,"1,556,679,579",7.247711,172.3901,-0.51,Delayed Quote,"PM announced a cash dividend of $1.47 with an ex-date of Mar. 19, 2026",2026-04-22T08:30,5.737M,173.5,1.557B,2026-04-22,1776855600.0,176.05,172.39,Philip Morris International Inc.
9.73,24.67,,"Applied Materials, Inc.",2026-05-14T16:00,12.480541,1778788800.0,45.28%,finmb_251230,1778788800.0,123.74 - 395.95,USD,CLOSED,341.40,0.45282304,217.79001,False,2026-02-12T21:30,-13.74%,176.01%,2,2026-05-14,12.48,340.28 - 349.2499,2.12,340.28 - 349.25,2026-02-12T21:30,-54.420013,0.62%,en-US,5.329M,349.2499,235.08,395.95,15,True,322151400000,1.84,0,USD,"7,640,293",-54.42,0.00545557,341.53,7:59PM EDT,106.45,0.035801966,2026-03-11,,,13.84,123.74,123.74 - 395.95,235.08025,2026-02-12,13.84209,-0.13,NasdaqGS,HIGH,342.47,"Applied Materials, Inc.",395.95,0.55%,EDT,2,0.62,False,4:00PM EDT,793609867.0,-0.04%,NMS,2026-02-12,341.87,11.05,us_market,US,AMAT,3.58%,True,"6,948,140",1,11.80481,329.73,1770931800.0,341.53,30.91,1.84,EQUITY,-14400000,9.73,4.26,123.74,2.0,11.05067,2026-03-11T20:00,341.07,,30.905819,,116.9497,2026-05-14T16:00,341.87,Equity,337.27,"5,329,313","271,041,576,960",Applied Materials,329.7252,6948140,35.10072,7.64M,-0.13000488,1.26309,1773446371.0,271.042B,2,35.10,1778788800.0,7640293,27.365,-0.13744162,1,217.79,337.27,116.95%,False,1.7600615,271041576960.0,1.26%,24.673298,1773273600.0,America/New_York,1,27.36,341.07,-0.038065437,,341.4,2.12,2026-05-14,5329313,4.26001,1.6 - Buy,,,1773432003,"793,609,867",106.44975,340.28,11.80,Nasdaq Real Time Price,,2026-05-14T16:00,6.948M,342.47,793.61M,2026-05-14,1770931800.0,349.25,340.28,"Applied Materials, Inc."
10.21,12.59,,Morgan Stanley,2026-04-15T08:30,2.4060466,1776256200.0,-2.51%,finmb_472898,1776256200.0,94.33 - 192.68,USD,CLOSED,154.00,-0.025099915,60.539993,False,2026-04-15T13:30,-19.62%,64.18%,100,2026-04-15,2.41,153.86 - 157.24,4.0,153.86 - 157.24,2026-04-15T13:30,-37.809998,2.58%,en-US,5.996M,157.24,158.86,192.68,15,False,730477800000,3.92,0,USD,"7,043,423",-37.81,0.025425926,154.87,7:58PM EDT,-3.99,-0.12300974,2026-02-12,,,12.30,94.33,94.33 - 192.68,158.8573,2026-04-15,12.3043,-0.87,NYSE,LOW,154.88,Morgan Stanley,192.68,2.54%,EDT,100,2.58,False,4:00PM EDT,1587860206.0,-0.56%,NYQ,2026-04-15,154.39,11.36,us_market,US,MS,-12.30%,True,"7,819,150",400,-21.72261,176.59,1776259800.0,154.87,13.63,3.925,EQUITY,-14400000,10.21,0.50,94.33,100.0,11.35856,2026-02-12T19:00,154.33,,13.634651,,30.866396,2026-04-15T08:30,154.39,Equity,154.37,"5,996,204","245,911,912,448",,176.5926,7819150,15.168462,7.043M,-0.8699951,0.323897,1773446319.0,245.912B,2,15.17,1776256200.0,7043423,64.367,-0.1962321,400,60.54,154.37,30.87%,False,0.6417894,245911912448.0,0.32%,12.586656,1770940800.0,America/New_York,400,64.37,154.33,-0.56175834,,154.0,4.00,2026-04-15,5996204,0.5,2.4 - Buy,,,1773432059,"1,587,860,206",-3.9873047,153.86,-21.72,Nasdaq Real Time Price,,2026-04-15T08:30,7.819M,154.885,1.588B,2026-04-15,1776259800.0,157.24,153.86,Morgan Stanley
25.22,17.27,,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",2026-01-27T16:00,3.4864066,1769547600.0,-13.79%,finmb_195488,1769547600.0,510.05 - 766.90,EUR,CLOSED,,-0.13788825,35.890015,False,2026-01-27T21:00,-28.81%,7.04%,57,2026-01-27,3.49,539.99 - 565.67,15.32,539.99 - 565.67,2026-01-27T21:00,-220.96002,2.81%,en-US,616,565.67,633.26,766.9,15,False,1272288600000,13.00,0,USD,"2,935",-220.96,0.022635464,545.94,,-87.32,-0.17759755,2019-12-09,,,31.61,510.05,510.05 - 766.9,633.259,2026-01-27,31.61,,OTC Markets OTCPK,LOW,565.00,LVMH-Moet Hennessy Louis Vuitto,766.90,2.26%,EDT,57,2.81,False,4:00PM EDT,496101312.0,,PNK,2026-01-27,547.18,,us_market,US,LVMHF,-17.76%,False,"5,310",7,-117.89557,663.84,1769547600.0,545.94,,13.0,EQUITY,-14400000,25.22,-28.38,510.05,57.0,,2019-12-09T19:00,541.00,,,,-14.472079,2026-01-27T16:00,547.18,Equity,574.32,616,"270,841,544,704",,663.8356,5310,21.647106,"2,935",,-4.941497,,270.842B,2,21.65,1769547600.0,2935,156.59103,-0.288121,7,35.89,574.32,-14.47%,False,0.07036568,270841544704.0,-4.94%,17.271116,1575936000.0,America/New_York,7,156.59,541.0,,,,15.32,2026-01-27,616,-28.380005,,,,1773432000,"496,101,312",-87.31897,539.99,-117.90,Delayed Quote,,2026-01-27T16:00,"5,310",565.0,496.101M,2026-01-27,1769547600.0,565.67,539.99,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne"
3.514,,,Bank of America Corporation,2025-07-16T08:30,0.49894643,,-4.58%,finmb_19049,1752669000.0,18.30 - 22.72,USD,CLOSED,19.18,-0.04583317,0.88000107,False,2026-04-15T12:30,-15.58%,4.81%,100,2025-07-16,0.50,19.18 - 19.3399,1.29,19.18 - 19.34,2026-04-15T12:30,-3.539999,6.74%,en-US,"16,062",19.3399,20.10,22.72,15,False,1230906600000,1.08,0,USD,"10,730",-3.54,0.055756614,19.18,6:22PM EDT,-0.92,-0.014999259,2026-02-26,,,,18.30,18.3 - 22.72,20.101307,2026-04-15,,0.00,NYSE,LOW,19.23,Bank of America Corporation Dep,22.72,5.58%,EDT,100,6.74,False,3:43PM EDT,9814200320.0,0.00%,NYQ,2026-04-15,19.34,,us_market,US,BML-PG,-1.50%,True,"3,283","3,600",-0.29206657,19.47,1776256200.0,19.18,,1.08,EQUITY,-14400000,3.51,-0.19,18.3,100.0,,2026-02-26T19:00,19.14,,,,-14.643264,,19.34,Equity,19.3699,"16,062","258,993,291,264",,19.472067,3283,5.4581676,"10,730",0.0,-0.980384,1773440521.0,258.993B,2,5.46,1752669000.0,10730,38.441,-0.15580982,"3,600",0.88,19.37,-14.64%,False,0.048087493,258993291264.0,-0.98%,,1772150400.0,America/New_York,3600,38.44,19.14,0.0,,19.18,1.29,2025-07-16,16062,-0.189899,,,,1773431017,"9,814,200,320",-0.9213066,19.18,-0.29,Delayed Quote,,2025-07-16T08:30,"3,283",19.23,9.814B,,1776256200.0,19.34,19.18,Bank of America Corporation
3.514,,,Bank of America Corporation,2025-07-16T08:30,0.5005047,,-3.42%,finmb_19049,1752669000.0,18.39 - 22.62,USD,CLOSED,19.24,-0.034235492,0.8499012,False,2026-04-15T12:30,-14.94%,4.62%,100,2025-07-16,0.50,19.21 - 19.45,1.29,19.21 - 19.45,2026-04-15T12:30,-3.3799992,6.68%,en-US,"10,234",19.45,19.92,22.6199,15,False,1230906600000,1.08,0,USD,"28,230",-3.38,0.055741936,19.24,6:22PM EDT,-0.68,-0.00830898,2026-02-26,,,,18.39,18.39 - 22.6199,19.921938,2026-04-15,,0.00,NYSE,LOW,19.45,Bank of America Corporation Dep,22.62,5.57%,EDT,100,6.68,False,3:56PM EDT,9814200320.0,0.00%,NYQ,2026-04-15,19.27,,us_market,US,BML-PH,-0.83%,True,"3,284",300,-0.16120338,19.40,1776256200.0,19.2399,,1.08,EQUITY,-14400000,3.51,-0.14,18.39,100.0,,2026-02-26T19:00,19.22,,,,-14.716757,,19.27,Equity,19.375,"10,234","260,862,263,296",,19.401104,3284,5.4752135,"28,230",0.0,-0.697287,1773440521.0,260.862B,2,5.48,1752669000.0,28230,38.441,-0.14942591,300,0.85,19.38,-14.72%,False,0.0462154,260862263296.0,-0.70%,,1772150400.0,America/New_York,300,38.44,19.22,0.0,,19.2399,1.29,2025-07-16,10234,-0.135099,,,,1773431808,"9,814,200,320",-0.68203735,19.21,-0.16,Delayed Quote,,2025-07-16T08:30,"3,284",19.45,9.814B,,1776256200.0,19.45,19.21,Bank of America Corporation
3.79,,,China Construction Bank Corporation,2026-03-26T16:00,10.540504,,0.64%,finmb_5463812,1774555200.0,15.31 - 22.27,CNY,CLOSED,,0.0064262953,4.829999,True,2025-10-30T09:00,-9.56%,31.55%,400,2026-03-26,10.54,20.15 - 20.35,1.09,20.15 - 20.35,2025-10-30T09:00,-2.130001,5.42%,en-US,"14,060",20.35,20.01,22.27,15,False,1262097000000,0.39,0,USD,"77,748",-2.13,0.019502487,20.14,,0.13,0.00036749378,2026-02-09,,,,15.31,15.31 - 22.27,20.0114,2025-10-30,,,OTC Markets OTCPK,LOW,20.31,China Construction Bank Corp.,22.27,1.95%,EDT,400,5.42,False,4:00PM EDT,12020865994.0,,PNK,2025-10-30,20.17,,us_market,US,CICHY,0.04%,False,"107,090",690,0.0073986053,20.13,1761814800.0,20.14,,0.392,EQUITY,-14400000,3.79,0.04,15.31,400.0,,2026-02-09T19:00,20.13,,,,13.175678,,20.17,Equity,20.1,"14,060","269,115,572,224",,20.1326,107090,5.313984,"77,748",,0.19900003,,269.116B,2,5.31,1774555200.0,77748,1.9107244,-0.09564441,690,4.83,20.10,13.18%,False,0.31548,269115572224.0,0.20%,,1770681600.0,America/New_York,690,1.91,20.13,,,,1.09,2026-03-26,14060,0.03999901,,,,1773432000,"12,020,865,994",0.12859917,20.15,0.01,Delayed Quote,,2026-03-26T16:00,"107,090",20.31,12.021B,,1761814800.0,20.35,20.15,China Construction Bank Corporation
6.0,8.25,,HSBC Holdings plc,2026-05-05T08:30,7.550213,1777984200.0,9.36%,finmb_382645,1777984200.0,45.66 - 94.80,USD,CLOSED,78.50,0.09361466,32.530003,False,2026-02-25T13:00,-17.52%,71.24%,200,2026-05-05,7.55,78.04 - 80.07,3.75,78.04 - 80.07,2026-02-25T13:00,-16.61,4.80%,en-US,2.842M,80.07,71.50,94.8,15,False,932131800000,0.75,0,USD,"2,134,481",-16.61,0.009385559,78.19,7:56PM EDT,6.69,-0.088127054,2026-04-29,,,9.48,45.66,45.66 - 94.8,71.49685,2026-02-25,9.47874,0.31,NYSE,LOW,79.61,"HSBC Holdings, plc.",94.80,0.94%,EDT,200,4.8,False,4:00PM EDT,3427977105.0,0.40%,NYQ,2026-02-25,79.71,8.68,us_market,US,HSBC,-8.81%,True,"2,312,990",200,-7.556595,85.75,1772024400.0,78.19,9.01,0.75,EQUITY,-14400000,6.00,-1.72,45.66,200.0,8.68038,2026-04-29T20:00,78.07,,9.00767,,42.09616,2026-05-05T08:30,79.71,Equity,79.91,"2,842,337","268,783,009,792",,85.7466,2312990,13.031667,2.134M,0.30999756,-2.15242,1773446214.0,268.783B,2,13.03,1777984200.0,2134481,10.356,-0.17521097,200,32.53,79.91,42.10%,False,0.71243984,268783009792.0,-2.15%,8.248987,1777507200.0,America/New_York,200,10.36,78.07,0.396467,,78.5,3.75,2026-05-05,2842337,-1.72,2.0 - Buy,,,1773432003,"3,427,977,105",6.6931534,78.04,-7.56,Delayed Quote,,2026-05-05T08:30,2.313M,79.61,3.428B,2026-05-05,1772024400.0,80.07,78.04,HSBC Holdings plc
5.04,17.52,,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",2026-01-27T16:00,0.6895031,1769547600.0,-14.69%,finmb_195488,1769547600.0,101.80 - 152.95,EUR,CLOSED,,-0.14690606,6.169998,False,2026-01-27T21:00,-29.41%,6.06%,500,2026-01-27,0.69,107.71 - 113.24,2.98,107.71 - 113.24,2026-01-27T21:00,-44.979996,2.76%,en-US,"139,307",113.24,126.56,152.95,15,False,1138372200000,13.00,0,USD,"285,173",-44.98,0.11453745,107.97,,-18.59,-0.18529437,2025-12-18,,,6.16,101.80,101.8 - 152.95,126.56285,2026-01-27,6.16194,,OTC Markets OTCPK,LOW,112.94,LVMH-Moet Hennessy Louis Vuitto,152.95,11.45%,EDT,500,2.76,False,4:00PM EDT,2480506560.0,,PNK,2026-01-27,108.1,5.32,us_market,US,LVMUY,-18.53%,False,"362,500",100,-24.556396,132.53,1769547600.0,107.97,20.29,13.0,EQUITY,-14400000,5.04,-5.53,101.8,500.0,5.32216,2025-12-18T19:00,108.00,,20.286877,,-15.140188,2026-01-27T16:00,108.10,Equity,113.5,"139,307","267,820,302,336",,132.5264,362500,21.422619,"285,173",,-4.872246,,267.82B,2,21.42,1769547600.0,285173,156.59103,-0.294083,100,6.17,113.50,-15.14%,False,0.060609017,267820302336.0,-4.87%,17.52208,1766102400.0,America/New_York,100,156.59,108.0,,,,2.98,2026-01-27,139307,-5.529999,,,,1773432000,"2,480,506,560",-18.59285,107.71,-24.56,Delayed Quote,,2026-01-27T16:00,"362,500",112.94,2.481B,2026-01-27,1769547600.0,113.24,107.71,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne"
4.88,30.74,,Lam Research Corporation,2026-04-22T16:00,26.168453,1769634000.0,43.22%,finmb_30655,1776888000.0,56.32 - 256.68,USD,CLOSED,211.90,0.4322252,155.88,True,2026-01-28T22:00,-17.33%,276.78%,2,2026-04-22,26.17,211.23 - 218.0,1.04,211.23 - 218.00,2026-01-28T22:00,-44.479996,0.49%,en-US,8.9M,218.0,148.16,256.68,15,True,452525400000,0.98,0,USD,"11,833,183",-44.48,0.0046780277,212.20,7:57PM EDT,64.04,-0.043851312,2026-04-07,,,6.90,56.32,56.32 - 256.68,148.16106,2026-01-28,6.90346,-0.30,NasdaqGS,HIGH,212.34,Lam Research Corporation,256.68,0.47%,EDT,2,0.49,False,4:00PM EDT,1248771000.0,-0.14%,NMS,2026-01-28,212.43,5.31,us_market,US,LRCX,-4.39%,True,"10,939,250",2,-9.73201,221.93,1769637600.0,212.2,39.97,0.98,EQUITY,-14400000,4.88,2.71,56.32,2.0,5.3088,2026-04-07T20:00,211.88,,39.971367,,167.51373,2026-01-28T16:00,212.43,Equity,209.49,"8,900,208","266,529,554,432",Lam Research,221.932,10939250,43.483604,11.833M,-0.29579163,1.29361,1773446228.0,266.53B,2,43.48,1776888000.0,11833183,8.109,-0.17328969,2,155.88,209.49,167.51%,False,2.7677557,266529554432.0,1.29%,30.738209,1775606400.0,America/New_York,2,8.11,211.88,-0.13939285,,211.9042,1.04,2026-04-22,8900208,2.70999,1.6 - Buy,,,1773432003,"1,248,771,000",64.03894,211.23,-9.73,Nasdaq Real Time Price,,2026-04-22T16:00,10.939M,212.34,1.249B,2026-01-28,1769637600.0,218.00,211.23,Lam Research Corporation
6.99,8.74,,Citigroup Inc.,2026-04-14T08:30,0.96076584,1776169800.0,5.06%,finmb_391687,1776169800.0,55.51 - 125.16,USD,CLOSED,105.65,0.05060634,50.180004,False,2026-01-13T16:00,-15.56%,90.40%,200,2026-04-14,0.96,105.39 - 107.9,2.4,105.39 - 107.90,2026-01-13T16:00,-19.470001,2.27%,en-US,11.401M,107.9,100.60,125.16,15,False,221149800000,2.32,0,USD,"15,100,675",-19.47,0.02199052,105.69,7:59PM EDT,5.09,-0.081154674,2026-02-26,,,12.10,55.51,55.51 - 125.16,100.59905,2026-01-13,12.09667,-0.04,NYSE,LOW,106.11,"Citigroup, Inc.",125.16,2.20%,EDT,200,2.27,False,4:02PM EDT,1749319009.0,-0.04%,NYQ,2026-01-13,105.72,10.16,us_market,US,C,-8.12%,True,"17,588,990",600,-9.334801,115.02,1768320000.0,105.69,10.40,2.32,EQUITY,-14400000,6.99,0.19,55.51,200.0,10.16254,2026-02-26T19:00,105.30,,10.399959,,50.843586,2026-04-14T08:30,105.72,Equity,105.5,"11,400,840","184,885,526,528",Citigroup,115.0248,17588990,15.1201725,15.101M,-0.040000916,0.180097,1773446394.0,184.886B,2,15.12,1776169800.0,15100675,110.006,-0.15556088,600,50.18,105.50,50.84%,False,0.9039814,184885526528.0,0.18%,8.737115,1772150400.0,America/New_York,600,110.01,105.3,-0.037847396,,105.65,2.40,2026-04-14,11400840,0.190002,1.7 - Buy,,,1773432144,"1,749,319,009",5.09095,105.39,-9.33,Delayed Quote,,2026-04-14T08:30,17.589M,106.115,1.749B,2026-04-14,1768320000.0,107.90,105.39,Citigroup Inc.
0.19,,,China Construction Bank Corporation,2026-03-26T16:00,0.50766087,,-2.02%,finmb_5463812,1774555200.0,0.76 - 1.31,CNY,CLOSED,,-0.020202002,0.21000004,True,2025-10-30T09:00,-25.95%,27.63%,100,2026-03-26,0.51,1.0 - 1.0,0.05,1.00 - 1.00,2025-10-30T09:00,-0.3399999,5.62%,en-US,500,1.0,0.99,1.31,15,False,1140100200000,0.39,0,USD,"70,900",-0.34,0.392,0.9700,,-0.02,-0.029029014,2017-07-19,,,,0.7600,0.76 - 1.31,0.99,2025-10-30,,,OTC Markets OTCPK,LOW,1.0000,China Construction Bank Corp.,1.3100,39.20%,EDT,100,5.62,False,4:00PM EDT,240417319880.0,,PNK,2025-10-30,1.05,,us_market,US,CICHF,-2.90%,False,"159,390","3,000",-0.028999984,1.00,1761814800.0,0.97,,0.392,EQUITY,-14400000,0.1900,-0.0300,0.76,100.0,,2017-07-19T20:00,0.95,,,,12.359548,,1.05,Equity,1.0,500,"265,524,559,872",China Construction Bank,0.999,159390,5.105263,"70,900",,-2.9999971,,265.525B,4,5.11,1774555200.0,70900,1.9107244,-0.25954193,"3,000",0.21,1.0000,12.36%,False,0.27631584,265524559872.0,-3.00%,,1500508800.0,America/New_York,3000,1.91,0.9535,,,,0.05,2026-03-26,500,-0.029999971,,,,1773432000,"240,417,319,880",-0.01999998,1.0,-0.03,Delayed Quote,,2026-03-26T16:00,"159,390",1.0,240.417B,,1761814800.0,1.0000,1.0000,China Construction Bank Corporation
4.48,16.70,,Nestlé S.A.,2026-02-19T16:00,6.2765336,1771534800.0,4.63%,finmb_31973,1771534800.0,86.98 - 109.59,CHF,CLOSED,,0.04634482,14.939995,False,2026-02-19T10:00,-7.00%,17.18%,100,2026-02-19,6.28,101.9 - 102.87,4.01,101.90 - 102.87,2026-02-19T10:00,-7.669998,3.93%,en-US,"30,079",102.87,97.41,109.59,15,False,847895400000,3.10,0,USD,"443,370",-7.67,0.03038322,101.92,,4.51,0.024000531,2025-05-28,,,6.10,86.98,86.98 - 109.59,97.40575,2026-02-19,6.10238,,OTC Markets OTCPK,LOW,102.41,Nestle S.A.,109.59,3.04%,EDT,100,3.93,False,4:00PM EDT,2572220000.0,,PNK,2026-02-19,102.06,5.71,us_market,US,NSRGY,2.40%,False,"365,830",200,2.3888016,99.53,1771495200.0,101.92,17.86,3.1,EQUITY,-14400000,4.48,-0.11,86.98,100.0,5.70806,2025-05-28T20:00,101.87,,17.855453,,-0.65238476,2026-02-19T16:00,102.06,Equity,102.03,"30,079","264,884,453,376",,99.5312,365830,22.75,"443,370",,-0.107812025,,264.884B,2,22.75,1771534800.0,443370,16.238262,-0.069988124,200,14.94,102.03,-0.65%,False,0.17176355,264884453376.0,-0.11%,16.701681,1748476800.0,America/New_York,200,16.24,101.87,,,,4.01,2026-02-19,30079,-0.11000061,,,,1773432000,"2,572,220,000",4.5142517,101.9,2.39,Delayed Quote,,2026-02-19T16:00,"365,830",102.41,2.572B,2026-02-19,1771495200.0,102.87,101.90,Nestlé S.A.
2.84,,,Agricultural Bank of China Limited,2025-09-04T08:00,14.343958,,-7.19%,finmb_5463985,1756987200.0,12.68 - 20.98,CNY,CLOSED,,-0.07190463,3.6599998,False,2025-03-28T09:00,-22.12%,28.86%,"1,600",2025-08-28,14.34,16.34 - 17.02,0.86,16.34 - 17.02,2025-03-28T09:00,-4.6399994,5.28%,en-US,312,17.02,17.61,20.98,15,False,1302096600000,0.25,0,USD,"34,585",-4.64,0.01502146,16.34,,-1.27,-0.059297677,2026-02-09,,,,12.68,12.68 - 20.98,17.60595,2025-03-28,,,OTC Markets OTCPK,LOW,17.02,Agricultural Bank of China,20.98,1.50%,EDT,"1,600",5.28,False,4:00PM EDT,1229552924.0,,PNK,2025-03-28,16.35,,us_market,US,ACGBY,-5.93%,False,"59,580",400,-1.0300007,17.37,1743152400.0,16.34,,0.245,EQUITY,-14400000,2.84,0.03,12.68,1600.0,,2026-02-09T19:00,16.30,,,,-0.061273575,,16.35,Equity,16.31,312,"260,967,596,032",,17.37,59580,5.7535214,"34,585",,0.18394046,,260.968B,2,5.75,1756378740.0,34585,1.1391556,-0.22116299,400,3.66,16.31,-0.06%,False,0.2886435,260967596032.0,0.18%,,1770681600.0,America/New_York,400,1.14,16.3,,,,0.86,2025-09-04,312,0.030000687,,,,1773432000,"1,229,552,924",-1.2659492,16.34,-1.03,Delayed Quote,,2025-08-28T06:59,"59,580",17.02,1.23B,,1743152400.0,17.02,16.34,Agricultural Bank of China Limited
